material_name,material_type,quantity_estimate,quality_grade,processing_requirements,potential_applications,sustainability_score,market_value,ai_generated,generation_timestamp
Metal_scraps,by_product,151.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$303400/month,True,2025-07-20T07:54:53.743110
Plastic_scraps,by_product,151.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$303400/month,True,2025-07-20T07:54:53.743110
Glass_waste,by_product,151.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$303400/month,True,2025-07-20T07:54:53.743110
Paper_waste,by_product,151.7 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$303400/month,True,2025-07-20T07:54:53.743110
General_industrial_waste,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.744109
Wastewater,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.744109
Dust,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.744109
Electronic_waste,waste,3200.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$1600000/month,True,2025-07-20T07:54:53.744109
Metal_scraps,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.744109
Plastic_scraps,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.744109
Glass_waste,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.744109
Paper_waste,by_product,1600.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$3200000/month,True,2025-07-20T07:54:53.744109
General_industrial_waste,waste,6000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$3000000/month,True,2025-07-20T07:54:53.752151
Wastewater,waste,6000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$3000000/month,True,2025-07-20T07:54:53.752151
Dust,waste,6000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$3000000/month,True,2025-07-20T07:54:53.752151
Electronic_waste,waste,6000.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$3000000/month,True,2025-07-20T07:54:53.752151
Metal_scraps,by_product,3000.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$6000000/month,True,2025-07-20T07:54:53.752151
Plastic_scraps,by_product,3000.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$6000000/month,True,2025-07-20T07:54:53.752151
Glass_waste,by_product,3000.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$6000000/month,True,2025-07-20T07:54:53.752151
Paper_waste,by_product,3000.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$6000000/month,True,2025-07-20T07:54:53.752151
General_industrial_waste,waste,1319.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$659900/month,True,2025-07-20T07:54:53.752151
Wastewater,waste,1319.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$659900/month,True,2025-07-20T07:54:53.752151
Dust,waste,1319.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$659900/month,True,2025-07-20T07:54:53.752151
Electronic_waste,waste,1319.8 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$659900/month,True,2025-07-20T07:54:53.752151
Metal_scraps,by_product,659.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1319800/month,True,2025-07-20T07:54:53.753923
Plastic_scraps,by_product,659.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1319800/month,True,2025-07-20T07:54:53.753923
Glass_waste,by_product,659.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1319800/month,True,2025-07-20T07:54:53.753923
Paper_waste,by_product,659.9 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$1319800/month,True,2025-07-20T07:54:53.753923
General_industrial_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.754942
Wastewater,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.754942
Dust,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.754942
Electronic_waste,waste,100.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$50000/month,True,2025-07-20T07:54:53.754942
Metal_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.754942
Plastic_scraps,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.754942
Glass_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.754942
Paper_waste,by_product,50.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$100000/month,True,2025-07-20T07:54:53.754942
General_industrial_waste,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.756186
Wastewater,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.756186
Dust,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.756186
Electronic_waste,waste,75.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$37500/month,True,2025-07-20T07:54:53.756186
Metal_scraps,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.756186
Plastic_scraps,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.756186
Glass_waste,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.756186
Paper_waste,by_product,37.5 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$75000/month,True,2025-07-20T07:54:53.756186
Organic_waste,waste,200.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$100000/month,True,2025-07-20T07:54:53.757722
Wastewater,waste,200.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$100000/month,True,2025-07-20T07:54:53.757722
Packaging_waste,waste,200.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$100000/month,True,2025-07-20T07:54:53.757722
Animal_feed,by_product,100.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$200000/month,True,2025-07-20T07:54:53.757722
Compost,by_product,100.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$200000/month,True,2025-07-20T07:54:53.757722
Biogas,by_product,100.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$200000/month,True,2025-07-20T07:54:53.757722
Organic_fertilizers,by_product,100.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$200000/month,True,2025-07-20T07:54:53.757722
Organic_waste,waste,150.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$75000/month,True,2025-07-20T07:54:53.758233
Wastewater,waste,150.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$75000/month,True,2025-07-20T07:54:53.758233
Packaging_waste,waste,150.0 tons/month,industrial,minimal,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.8,$75000/month,True,2025-07-20T07:54:53.758233
Animal_feed,by_product,75.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$150000/month,True,2025-07-20T07:54:53.758233
Compost,by_product,75.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$150000/month,True,2025-07-20T07:54:53.758233
Biogas,by_product,75.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$150000/month,True,2025-07-20T07:54:53.758233
Organic_fertilizers,by_product,75.0 tons/month,commercial,moderate,"['Animal_feed_production', 'Biogas_generation', 'Composting', 'Organic_fertilizers']",0.9,$150000/month,True,2025-07-20T07:54:53.758233
General_industrial_waste,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.761094
Wastewater,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.761094
Dust,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.761094
Electronic_waste,waste,50.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$25000/month,True,2025-07-20T07:54:53.761094
Metal_scraps,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.761094
Plastic_scraps,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.761094
Glass_waste,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.761094
Paper_waste,by_product,25.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$50000/month,True,2025-07-20T07:54:53.761094
General_industrial_waste,waste,300.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$150000/month,True,2025-07-20T07:54:53.761638
Wastewater,waste,300.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$150000/month,True,2025-07-20T07:54:53.761638
Dust,waste,300.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$150000/month,True,2025-07-20T07:54:53.761638
Electronic_waste,waste,300.0 tons/month,industrial,minimal,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.8,$150000/month,True,2025-07-20T07:54:53.761638
Metal_scraps,by_product,150.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$300000/month,True,2025-07-20T07:54:53.761638
Plastic_scraps,by_product,150.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$300000/month,True,2025-07-20T07:54:53.761638
Glass_waste,by_product,150.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$300000/month,True,2025-07-20T07:54:53.761638
Paper_waste,by_product,150.0 tons/month,commercial,moderate,"['Construction_materials', 'Packaging', 'Automotive_parts', 'Electronics']",0.9,$300000/month,True,2025-07-20T07:54:53.761638
Produced_water,waste,500.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$250000/month,True,2025-07-20T07:54:53.762651
Drilling_muds_cuttings,waste,500.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$250000/month,True,2025-07-20T07:54:53.762651
Oily_sludges,waste,500.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$250000/month,True,2025-07-20T07:54:53.762651
Spent_catalysts,waste,500.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$250000/month,True,2025-07-20T07:54:53.762651
Sulfur,by_product,250.0 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$500000/month,True,2025-07-20T07:54:53.762651
CO2_emissions,by_product,250.0 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$500000/month,True,2025-07-20T07:54:53.762651
Methane_emissions,by_product,250.0 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$500000/month,True,2025-07-20T07:54:53.762651
Process_gases,by_product,250.0 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$500000/month,True,2025-07-20T07:54:53.762651
Produced_water,waste,100.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$50000/month,True,2025-07-20T07:54:53.764206
Drilling_muds_cuttings,waste,100.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$50000/month,True,2025-07-20T07:54:53.764206
Oily_sludges,waste,100.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$50000/month,True,2025-07-20T07:54:53.764206
Spent_catalysts,waste,100.0 tons/month,industrial,minimal,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.8,$50000/month,True,2025-07-20T07:54:53.764206
Sulfur,by_product,50.0 tons/month,commercial,moderate,"['Energy_generation', 'Chemical_manufacturing', 'Construction_materials', 'Fertilizer_production']",0.9,$100000/month,True,2025-07-20T07:54:53.764206
